Time,anxbtc,bit-x,bitmarket,britcoin,coinbase,coinfloor,kraken,mtgox
2012-01-06 00:00:00 UTC,,,,,,,,4.46907926686855
2012-01-07 00:00:00 UTC,,,,,,,,4.34512916666667
2012-01-08 00:00:00 UTC,,,,,,,,4.5317523015873
2012-01-09 00:00:00 UTC,,,,,,,,4.40003665809958
2012-01-10 00:00:00 UTC,,,,,,,,4.20029505102041
2012-01-11 00:00:00 UTC,,,,,,,,4.47042399147797
2012-01-12 00:00:00 UTC,,,,,,,,4.47046944058642
2012-01-13 00:00:00 UTC,,,,,,,,4.40302887455908
2012-01-14 00:00:00 UTC,,,,,,,,4.31476596380471
2012-01-15 00:00:00 UTC,,,,,,,,4.558267
2012-01-16 00:00:00 UTC,,,,,,,,4.47574534848485
2012-01-17 00:00:00 UTC,,,,,,,,4.38502615675737
2012-01-18 00:00:00 UTC,,,,,,,,3.89961200819064
2012-01-19 00:00:00 UTC,,,,,,,,4.06215506339321
2012-01-20 00:00:00 UTC,,,,,,,,4.21801008333333
2012-01-21 00:00:00 UTC,,,,,,,,4.1405141038961
2012-01-22 00:00:00 UTC,,,,,,,,4.09607986666667
2012-01-23 00:00:00 UTC,,,,,,,,4.11974425
2012-01-24 00:00:00 UTC,,,,,,,,4.15065408543121
2012-01-25 00:00:00 UTC,,,,,,,,4.0155513686526
2012-01-26 00:00:00 UTC,,,,,,,,3.69227303494926
2012-01-27 00:00:00 UTC,,,,,,,,3.44154626255117
2012-01-28 00:00:00 UTC,,,,,,,,3.58518058905229
2012-01-29 00:00:00 UTC,,,,,,,,3.52746980952381
2012-01-30 00:00:00 UTC,,,,,,,,3.56962656944444
2012-01-31 00:00:00 UTC,,,,,,,,3.59834097656169
2012-02-01 00:00:00 UTC,,,,,,,,3.63546576804124
2012-02-02 00:00:00 UTC,,,,,,,,3.87648122474206
2012-02-03 00:00:00 UTC,,,,,,,,3.83016666732476
2012-02-04 00:00:00 UTC,,,,,,,,3.82980036145569
2012-02-05 00:00:00 UTC,,,,,,,,3.68141165643037
2012-02-06 00:00:00 UTC,,,,,,,,3.62322094598093
2012-02-07 00:00:00 UTC,,,,,,,,3.60454071282713
2012-02-08 00:00:00 UTC,,,,,,,,3.6303189195499
2012-02-09 00:00:00 UTC,,,,,,,,3.65321436771284
2012-02-10 00:00:00 UTC,,,,,,,,3.77832130697936
2012-02-11 00:00:00 UTC,,,,,,,,3.76676140517241
2012-02-12 00:00:00 UTC,,,,,,,,3.64525656994227
2012-02-13 00:00:00 UTC,,,,,,,,3.4832164223123
2012-02-14 00:00:00 UTC,,,,,,,,3.07769568599094
2012-02-15 00:00:00 UTC,,,,,,,,3.01234008816973
2012-02-16 00:00:00 UTC,,,,,,,,2.76066834667595
2012-02-17 00:00:00 UTC,,,,,,,,2.86976770437694
2012-02-18 00:00:00 UTC,,,,,,,,2.78269693965137
2012-02-19 00:00:00 UTC,,,,,,,,2.77505132855436
2012-02-20 00:00:00 UTC,,,,,,,,2.81690962282338
2012-02-21 00:00:00 UTC,,,,,,,,2.79865930250021
2012-02-22 00:00:00 UTC,,,,,,,,2.88389612067333
2012-02-23 00:00:00 UTC,,,,,,,,3.07835749392137
2012-02-24 00:00:00 UTC,,,,,,,,3.21539512099883
2012-02-25 00:00:00 UTC,,,,,,,,3.17598317926825
2012-02-26 00:00:00 UTC,,,,,,,,3.17708067011778
2012-02-27 00:00:00 UTC,,,,,,,,3.17052930853995
2012-02-28 00:00:00 UTC,,,,,,,,3.1522120204377
2012-02-29 00:00:00 UTC,,,,,,,,3.14158787996309
2012-03-01 00:00:00 UTC,,,,,,,,3.17673071553125
2012-03-02 00:00:00 UTC,,,,,,,,3.00826776610749
2012-03-03 00:00:00 UTC,,,,,,,,3.00530265710311
2012-03-04 00:00:00 UTC,,,,,,,,3.06968224530353
2012-03-05 00:00:00 UTC,,,,,,,,3.11229818518519
2012-03-06 00:00:00 UTC,,,,,,,,3.19467824043988
2012-03-07 00:00:00 UTC,,,,,,,,3.18509432818663
2012-03-08 00:00:00 UTC,,,,,,,,3.16978892641151
2012-03-09 00:00:00 UTC,,,,,,,,3.17593032629519
2012-03-10 00:00:00 UTC,,,,,,,,3.1337252659812
2012-03-11 00:00:00 UTC,,,,,,,,3.09630119047619
2012-03-12 00:00:00 UTC,,,,,,,,3.13390774641793
2012-03-13 00:00:00 UTC,,,,,,,,3.27859842683329
2012-03-14 00:00:00 UTC,,,,,,,,3.49278506808876
2012-03-15 00:00:00 UTC,,,,,,,,3.47960344653735
2012-03-16 00:00:00 UTC,,,,,,,,3.48603045785188
2012-03-17 00:00:00 UTC,,,,,,,,3.43614849233114
2012-03-18 00:00:00 UTC,,,,,,,,3.3572907
2012-03-19 00:00:00 UTC,,,,,,,,3.30015956848799
2012-03-20 00:00:00 UTC,,,,,,,,3.07973182306269
2012-03-21 00:00:00 UTC,,,,,,,,3.1123555975049
2012-03-22 00:00:00 UTC,,,,,,,,3.09703369203509
2012-03-23 00:00:00 UTC,,,,,,,,3.04846445574619
2012-03-24 00:00:00 UTC,,,,,,,,3.01812722392359
2012-03-25 00:00:00 UTC,,,,,,,,2.94916624638727
2012-03-26 00:00:00 UTC,,,,,,,,2.96185873015873
2012-03-27 00:00:00 UTC,,,,,,,,3.00832801304975
2012-03-28 00:00:00 UTC,,,,,,,,3.08053975618705
2012-03-29 00:00:00 UTC,,,,,,,,3.07209683692366
2012-03-30 00:00:00 UTC,,,,,,,,3.07487188861421
2012-03-31 00:00:00 UTC,,,,,,,,3.10806059082851
2012-04-01 00:00:00 UTC,,,,,,,,3.05134776665046
2012-04-02 00:00:00 UTC,,,,,,,,3.09911638851367
2012-04-03 00:00:00 UTC,,,,,,,,3.14969092134791
2012-04-04 00:00:00 UTC,,,,,,,,3.1630367918941
2012-04-05 00:00:00 UTC,,,,,,,,3.16570472575758
2012-04-06 00:00:00 UTC,,,,,,,,3.17768445906871
2012-04-07 00:00:00 UTC,,,,,,,,3.08100384160654
2012-04-08 00:00:00 UTC,,,,,,,,3.03578342420635
2012-04-09 00:00:00 UTC,,,,,,,,3.05714320421514
2012-04-10 00:00:00 UTC,,,,,,,,3.07921883134921
2012-04-11 00:00:00 UTC,,,,,,,,3.1442274384073
2012-04-12 00:00:00 UTC,,,,,,,,3.14886802678549
2012-04-13 00:00:00 UTC,,,,,,,,3.12977604729011
2012-04-14 00:00:00 UTC,,,,,,,,3.16166912896825
2012-04-15 00:00:00 UTC,,,,,,,,3.13608725623583
2012-04-16 00:00:00 UTC,,,,,,,,3.13974189417989
2012-04-17 00:00:00 UTC,,,,,,,,3.20517123291749
2012-04-18 00:00:00 UTC,,,,,,,,3.26171457203446
2012-04-19 00:00:00 UTC,,,,,,,,3.29680938946123
2012-04-20 00:00:00 UTC,,,,,,,,3.30362105262166
2012-04-21 00:00:00 UTC,,,,,,,,3.34149317680329
2012-04-22 00:00:00 UTC,,,,,,,,3.29499967498515
2012-04-23 00:00:00 UTC,,,,,,,,3.24928277361854
2012-04-24 00:00:00 UTC,,,,,,,,3.23156904491635
2012-04-25 00:00:00 UTC,,,,,,,,3.24745415756174
2012-04-26 00:00:00 UTC,,,,,,,,3.23749019319078
2012-04-27 00:00:00 UTC,,,,,,,,3.22087709780305
2012-04-28 00:00:00 UTC,,,,,,,,3.14024370754397
2012-04-29 00:00:00 UTC,,,,,,,,3.10452904968048
2012-04-30 00:00:00 UTC,,,,,,,,3.11072158680556
2012-05-01 00:00:00 UTC,,,,,,,,3.12827529375885
2012-05-02 00:00:00 UTC,,,,,,,,3.1939842614984
2012-05-03 00:00:00 UTC,,,,,,,,3.22447328178388
2012-05-04 00:00:00 UTC,,,,,,,,3.2313559822526
2012-05-05 00:00:00 UTC,,,,,,,,3.21432180287827
2012-05-06 00:00:00 UTC,,,,,,,,3.20057747530864
2012-05-07 00:00:00 UTC,,,,,,,,3.19303275501253
2012-05-08 00:00:00 UTC,,,,,,,,3.16156901422437
2012-05-09 00:00:00 UTC,,,,,,,,3.20526127952603
2012-05-10 00:00:00 UTC,,,,,,,,3.19208427033038
2012-05-11 00:00:00 UTC,,,,,,,,3.12240448784707
2012-05-12 00:00:00 UTC,,,,,,,,3.14055123661067
2012-05-13 00:00:00 UTC,,,,,,,,3.14321555290223
2012-05-14 00:00:00 UTC,,,,,,,,3.13630395037106
2012-05-15 00:00:00 UTC,,,,,,,,3.1829935926276
2012-05-16 00:00:00 UTC,,,,,,,,3.22074631478148
2012-05-17 00:00:00 UTC,,,,,,,,3.23556826550802
2012-05-18 00:00:00 UTC,,,,,,,,3.29059380608211
2012-05-19 00:00:00 UTC,,,,,,,,3.29568186111111
2012-05-20 00:00:00 UTC,,,,,,,,3.26298475657895
2012-05-21 00:00:00 UTC,,,,,,,,3.25729658736402
2012-05-22 00:00:00 UTC,,,,,,,,3.30010828579833
2012-05-23 00:00:00 UTC,,,,,,,,3.31249865640665
2012-05-24 00:00:00 UTC,,,,,,,,3.31915218186199
2012-05-25 00:00:00 UTC,,,,,,,,3.33575452236124
2012-05-26 00:00:00 UTC,,,,,,,,3.29989869557823
2012-05-27 00:00:00 UTC,,,,,,,,3.28586448809524
2012-05-28 00:00:00 UTC,,,,,,,,3.3151920952381
2012-05-29 00:00:00 UTC,,,,,,,,3.33557720339163
2012-05-30 00:00:00 UTC,,,,,,,,3.35612312969892
2012-05-31 00:00:00 UTC,,,,,,,,3.3660279197928
2012-06-01 00:00:00 UTC,,,,,,,,3.37761467113095
2012-06-02 00:00:00 UTC,,,,,,,,3.37089127136752
2012-06-03 00:00:00 UTC,,,,,,,,3.46002439184832
2012-06-04 00:00:00 UTC,,,,,,,,3.49288771165809
2012-06-05 00:00:00 UTC,,,,,,,,3.5454462124183
2012-06-06 00:00:00 UTC,,,,,,,,3.57482588083791
2012-06-07 00:00:00 UTC,,,,,,,,3.62152454216103
2012-06-08 00:00:00 UTC,,,,,,,,3.69296574740004
2012-06-09 00:00:00 UTC,,,,,,,,3.70845701133563
2012-06-10 00:00:00 UTC,,,,,,,,3.62863755882353
2012-06-11 00:00:00 UTC,,,,,,,,3.61475993187831
2012-06-12 00:00:00 UTC,,,,,,,,3.65363521616162
2012-06-13 00:00:00 UTC,,,,,,,,3.83908511916263
2012-06-14 00:00:00 UTC,,,,,,,,3.8794061023842
2012-06-15 00:00:00 UTC,,,,,,,,3.95633446586577
2012-06-16 00:00:00 UTC,,,,,,,,4.20914282777778
2012-06-17 00:00:00 UTC,,,,,,,,4.17545628107675
2012-06-18 00:00:00 UTC,,,,,,,,4.07713715022653
2012-06-19 00:00:00 UTC,,,,,,,,4.20367943829346
2012-06-20 00:00:00 UTC,,,,,,,,4.2626728620156
2012-06-21 00:00:00 UTC,,,,,,,,4.3457923246593
2012-06-22 00:00:00 UTC,,,,,,,,4.29798360574864
2012-06-23 00:00:00 UTC,,,,,,,,4.28095096963307
2012-06-24 00:00:00 UTC,,,,,,,,4.20007974159763
2012-06-25 00:00:00 UTC,,,,,,,,4.12687687870547
2012-06-26 00:00:00 UTC,,,,,,,,4.18927230825607
2012-06-27 00:00:00 UTC,,,,,,,,4.240236932961
2012-06-28 00:00:00 UTC,,,,,,,,4.30043417056971
2012-06-29 00:00:00 UTC,,,,,,,,4.35939450979601
2012-06-30 00:00:00 UTC,,,,,,,,4.3734611160942
2012-07-01 00:00:00 UTC,,,,,,,,4.3528024689295
2012-07-02 00:00:00 UTC,,,,,,,,4.34662331124758
2012-07-03 00:00:00 UTC,,,,,,,,4.29896937953708
2012-07-04 00:00:00 UTC,,,,,,,,4.24873859518015
2012-07-05 00:00:00 UTC,,,,,,,,4.30552375191844
2012-07-06 00:00:00 UTC,,,,,,,,4.33012692277514
2012-07-07 00:00:00 UTC,,,,,,,,4.41329708181596
2012-07-08 00:00:00 UTC,,,,,,,,4.42042294444444
2012-07-09 00:00:00 UTC,,,,,,,,4.46890850919844
2012-07-10 00:00:00 UTC,,,,,,,,4.67174499457078
2012-07-11 00:00:00 UTC,,,,,,,,4.68237938094883
2012-07-12 00:00:00 UTC,,,,,,,,4.70994495436915
2012-07-13 00:00:00 UTC,,,,,,,,5.04064263465634
2012-07-14 00:00:00 UTC,,,,,,,,4.98714045815296
2012-07-15 00:00:00 UTC,,,,,,,,4.98323244665911
2012-07-16 00:00:00 UTC,,,,,,,,5.15172676538166
2012-07-17 00:00:00 UTC,,,,,,,,5.45850711467266
2012-07-18 00:00:00 UTC,,,,,,,,5.83019271531412
2012-07-19 00:00:00 UTC,,,,,,,,5.91825267654574
2012-07-20 00:00:00 UTC,,,,,,,,5.33944787189142
2012-07-21 00:00:00 UTC,,,,,,,,5.66368801619494
2012-07-22 00:00:00 UTC,,,,,,,,5.59421359162937
2012-07-23 00:00:00 UTC,,,,,,,,5.5662491644903
2012-07-24 00:00:00 UTC,,,,,,,,5.66038927474024
2012-07-25 00:00:00 UTC,,,,,,,,5.58353198058356
2012-07-26 00:00:00 UTC,,,,,,,,5.76542774222433
2012-07-27 00:00:00 UTC,,,,,,,,5.78743431315654
2012-07-28 00:00:00 UTC,,,,,,,,5.77001621471045
2012-07-29 00:00:00 UTC,,,,,,,,5.69896229774025
2012-07-30 00:00:00 UTC,,,,,,,,5.73694257736015
2012-07-31 00:00:00 UTC,,,,,,,,5.94231316451234
2012-08-01 00:00:00 UTC,,,,,,,,6.13659985841675
2012-08-02 00:00:00 UTC,,,,,,,,6.33720927654628
2012-08-03 00:00:00 UTC,,,,,,,,6.9488983925205
2012-08-04 00:00:00 UTC,,,,,,,,7.21422900765249
2012-08-05 00:00:00 UTC,,,,,,,,6.86290038686211
2012-08-06 00:00:00 UTC,,,,,,,,7.12306389377857
2012-08-07 00:00:00 UTC,,,,,,,,7.11043505489437
2012-08-08 00:00:00 UTC,,,,,,,,7.18188733501787
2012-08-09 00:00:00 UTC,,,,,,,,7.27907668809509
2012-08-10 00:00:00 UTC,,,,,,,,7.38233468978918
2012-08-11 00:00:00 UTC,,,,,,,,7.41601133119424
2012-08-12 00:00:00 UTC,,,,,,,,7.46213510105936
2012-08-13 00:00:00 UTC,,,,,,,,7.56588700304867
2012-08-14 00:00:00 UTC,,,,,,,,7.83004157665496
2012-08-15 00:00:00 UTC,,,,,,,,8.10992976679639
2012-08-16 00:00:00 UTC,,,,,,,,8.5192276391587
2012-08-17 00:00:00 UTC,,,,,,,,9.04100488719753
2012-08-18 00:00:00 UTC,,,,,,,,7.64675664457663
2012-08-19 00:00:00 UTC,,,,,,,,6.15983064808282
2012-08-20 00:00:00 UTC,,,,,,,,6.11643323302082
2012-08-21 00:00:00 UTC,,,,,,,,6.45378200090173
2012-08-22 00:00:00 UTC,,,,,,,,6.37832178989758
2012-08-23 00:00:00 UTC,,,,,,,,6.3919551085825
2012-08-24 00:00:00 UTC,,,,,,,,6.46723262502864
2012-08-25 00:00:00 UTC,,,,,,,,6.64574087080673
2012-08-26 00:00:00 UTC,,,,,,,,6.75849009069742
2012-08-27 00:00:00 UTC,,,,,,,,7.11587682677599
2012-08-28 00:00:00 UTC,,,,,,,,7.04003755321839
2012-08-29 00:00:00 UTC,,,,,,,,7.03122426859244
2012-08-30 00:00:00 UTC,,,,,,,,6.96659962397044
2012-08-31 00:00:00 UTC,,,,,,,,6.69383800054008
2012-09-01 00:00:00 UTC,,,,,,,,6.41212802889027
2012-09-02 00:00:00 UTC,,,,,,,,6.4298602248002
2012-09-03 00:00:00 UTC,,,,,,,,6.62413968045626
2012-09-04 00:00:00 UTC,,,,,,,,6.60844777601797
2012-09-05 00:00:00 UTC,,,,,,,,6.69469556107951
2012-09-06 00:00:00 UTC,,,,,,,,6.94677885021315
2012-09-07 00:00:00 UTC,,,,,,,,7.07001418023308
2012-09-08 00:00:00 UTC,,,,,,,,7.01345753199023
2012-09-09 00:00:00 UTC,,,,,,,,7.02980648727478
2012-09-10 00:00:00 UTC,,,,,,,,7.0404150075587
2012-09-11 00:00:00 UTC,,,,,,,,7.09374618567599
2012-09-12 00:00:00 UTC,,,,,,,,7.11698464092507
2012-09-13 00:00:00 UTC,,,,,,,,7.16991164630089
2012-09-14 00:00:00 UTC,,,,,,,,7.31188393717315
2012-09-15 00:00:00 UTC,,,,,,,,7.31828395760808
2012-09-16 00:00:00 UTC,,,,,,,,7.36322316091779
2012-09-17 00:00:00 UTC,,,,,,,,7.35893806994048
2012-09-18 00:00:00 UTC,,,,,,,,7.48335329401205
2012-09-19 00:00:00 UTC,,,,,,,,7.74084777281934
2012-09-20 00:00:00 UTC,,,,,,,,7.76346043198255
2012-09-21 00:00:00 UTC,,,,,,,,7.74892176054151
2012-09-22 00:00:00 UTC,,,,,,,,7.67632475811094
2012-09-23 00:00:00 UTC,,,,,,,,7.54393464226807
2012-09-24 00:00:00 UTC,,,,,,,,7.57746061337778
2012-09-25 00:00:00 UTC,,,,,,,,7.55831599119968
2012-09-26 00:00:00 UTC,,,,,,,,7.50311070469871
2012-09-27 00:00:00 UTC,,,,,,,,7.59604674960645
2012-09-28 00:00:00 UTC,,,,,,,,7.62577810817308
2012-09-29 00:00:00 UTC,,,,,,,,7.61880052619048
2012-09-30 00:00:00 UTC,,,,,,,,7.64675573883061
2012-10-01 00:00:00 UTC,,,,,,,,7.55503517443341
2012-10-02 00:00:00 UTC,,,,,,,,7.75990337212452
2012-10-03 00:00:00 UTC,,,,,,,,7.85308496275403
2012-10-04 00:00:00 UTC,,,,,,,,7.95602976419792
2012-10-05 00:00:00 UTC,,,,,,,,7.92279804583333
